no_attrib,pre_process,test_size,activation,optimiser,no_epochs,batch_size,loss
1,whitened,0.3,exponential,nadam,100,10,25.76242216
2,whitened,0.3,exponential,nadam,100,10,25.99796993
3,whitened,0.3,exponential,nadam,100,10,23.31860974
4,whitened,0.3,exponential,nadam,100,10,19.16978317
5,whitened,0.3,exponential,nadam,100,10,16.69668115
6,whitened,0.3,exponential,nadam,100,10,13.65176369
7,whitened,0.3,exponential,nadam,100,10,22.00600373
8,whitened,0.3,exponential,nadam,100,10,24.40847678
9,whitened,0.3,exponential,nadam,100,10,25.58709355
10,whitened,0.3,exponential,nadam,100,10,29.77169589
11,whitened,0.3,exponential,nadam,100,10,43.98598812
12,whitened,0.3,exponential,nadam,100,10,36.51171092
1,whitened,0.3,elu,nadam,100,10,27.84196025
2,whitened,0.3,elu,nadam,100,10,26.96880356
3,whitened,0.3,elu,nadam,100,10,23.36180029
4,whitened,0.3,elu,nadam,100,10,20.46945349
5,whitened,0.3,elu,nadam,100,10,19.09647711
6,whitened,0.3,elu,nadam,100,10,18.82723525
7,whitened,0.3,elu,nadam,100,10,17.58440808
8,whitened,0.3,elu,nadam,100,10,15.70510761
9,whitened,0.3,elu,nadam,100,10,15.30636589
10,whitened,0.3,elu,nadam,100,10,16.52715816
11,whitened,0.3,elu,nadam,100,10,15.14545742
12,whitened,0.3,elu,nadam,100,10,15.51408908
1,whitened,0.3,linear,nadam,100,10,31.90380398
2,whitened,0.3,linear,nadam,100,10,35.30644628
3,whitened,0.3,linear,nadam,100,10,31.04923715
4,whitened,0.3,linear,nadam,100,10,31.43425786
5,whitened,0.3,linear,nadam,100,10,32.31348841
6,whitened,0.3,linear,nadam,100,10,31.80738293
7,whitened,0.3,linear,nadam,100,10,31.54795295
8,whitened,0.3,linear,nadam,100,10,30.05757018
9,whitened,0.3,linear,nadam,100,10,29.05174823
10,whitened,0.3,linear,nadam,100,10,29.36554101
11,whitened,0.3,linear,nadam,100,10,28.76136022
12,whitened,0.3,linear,nadam,100,10,26.17054146
1,whitened,0.3,relu,nadam,100,10,27.51655358
2,whitened,0.3,relu,nadam,100,10,25.2410832
3,whitened,0.3,relu,nadam,100,10,21.75703207
4,whitened,0.3,relu,nadam,100,10,18.58517155
5,whitened,0.3,relu,nadam,100,10,18.82654669
6,whitened,0.3,relu,nadam,100,10,18.66897121
7,whitened,0.3,relu,nadam,100,10,18.1005497
8,whitened,0.3,relu,nadam,100,10,21.01345404
9,whitened,0.3,relu,nadam,100,10,17.29684928
10,whitened,0.3,relu,nadam,100,10,15.36511853
11,whitened,0.3,relu,nadam,100,10,16.93437248
12,whitened,0.3,relu,nadam,100,10,14.47712848
1,whitened,0.3,tanh,nadam,100,10,28.31160094
2,whitened,0.3,tanh,nadam,100,10,26.01999704
3,whitened,0.3,tanh,nadam,100,10,24.5989275
4,whitened,0.3,tanh,nadam,100,10,26.15374696
5,whitened,0.3,tanh,nadam,100,10,23.27205703
6,whitened,0.3,tanh,nadam,100,10,20.46750179
7,whitened,0.3,tanh,nadam,100,10,19.37937792
8,whitened,0.3,tanh,nadam,100,10,18.84299991
9,whitened,0.3,tanh,nadam,100,10,17.5545178
10,whitened,0.3,tanh,nadam,100,10,17.19361586
11,whitened,0.3,tanh,nadam,100,10,16.7784335
12,whitened,0.3,tanh,nadam,100,10,17.88067562
1,whitened,0.3,sigmoid,nadam,100,10,29.83599728
2,whitened,0.3,sigmoid,nadam,100,10,27.42916112
3,whitened,0.3,sigmoid,nadam,100,10,25.02180606
4,whitened,0.3,sigmoid,nadam,100,10,25.62025934
5,whitened,0.3,sigmoid,nadam,100,10,25.12058685
6,whitened,0.3,sigmoid,nadam,100,10,23.385706
7,whitened,0.3,sigmoid,nadam,100,10,22.9781186
8,whitened,0.3,sigmoid,nadam,100,10,21.93844504
9,whitened,0.3,sigmoid,nadam,100,10,20.78484144
10,whitened,0.3,sigmoid,nadam,100,10,21.54253428
11,whitened,0.3,sigmoid,nadam,100,10,21.41578356
12,whitened,0.3,sigmoid,nadam,100,10,20.25224445
1,whitened,0.3,exponential,nadam,100,10,25.98399865
2,whitened,0.3,exponential,nadam,100,10,26.31924423
3,whitened,0.3,exponential,nadam,100,10,22.81400374
4,whitened,0.3,exponential,nadam,100,10,19.08119525
5,whitened,0.3,exponential,nadam,100,10,14.4652921
6,whitened,0.3,exponential,nadam,100,10,17.10964906
7,whitened,0.3,exponential,nadam,100,10,18.63175237
8,whitened,0.3,exponential,nadam,100,10,18.31410157
9,whitened,0.3,exponential,nadam,100,10,30.29529652
10,whitened,0.3,exponential,nadam,100,10,42.30293153
11,whitened,0.3,exponential,nadam,100,10,23.87225748
12,whitened,0.3,exponential,nadam,100,10,24.92509129
1,whitened,0.3,elu,nadam,100,10,27.82430373
2,whitened,0.3,elu,nadam,100,10,28.07309236
3,whitened,0.3,elu,nadam,100,10,23.88886186
4,whitened,0.3,elu,nadam,100,10,19.51836596
5,whitened,0.3,elu,nadam,100,10,18.25620513
6,whitened,0.3,elu,nadam,100,10,17.56437214
7,whitened,0.3,elu,nadam,100,10,17.38078933
8,whitened,0.3,elu,nadam,100,10,18.31428796
9,whitened,0.3,elu,nadam,100,10,15.41958094
10,whitened,0.3,elu,nadam,100,10,15.51351495
11,whitened,0.3,elu,nadam,100,10,16.41255371
12,whitened,0.3,elu,nadam,100,10,13.99920848
1,whitened,0.3,linear,nadam,100,10,31.89842074
2,whitened,0.3,linear,nadam,100,10,34.79978662
3,whitened,0.3,linear,nadam,100,10,31.71667666
4,whitened,0.3,linear,nadam,100,10,31.7217359
5,whitened,0.3,linear,nadam,100,10,32.21873293
6,whitened,0.3,linear,nadam,100,10,31.95905083
7,whitened,0.3,linear,nadam,100,10,31.64926012
8,whitened,0.3,linear,nadam,100,10,29.70659216
9,whitened,0.3,linear,nadam,100,10,29.11811934
10,whitened,0.3,linear,nadam,100,10,28.69025527
11,whitened,0.3,linear,nadam,100,10,29.04312555
12,whitened,0.3,linear,nadam,100,10,26.20228659
1,whitened,0.3,relu,nadam,100,10,26.75458361
2,whitened,0.3,relu,nadam,100,10,24.77828111
3,whitened,0.3,relu,nadam,100,10,22.51603157
4,whitened,0.3,relu,nadam,100,10,20.62157899
5,whitened,0.3,relu,nadam,100,10,20.56530039
6,whitened,0.3,relu,nadam,100,10,17.53661836
7,whitened,0.3,relu,nadam,100,10,18.7772716
8,whitened,0.3,relu,nadam,100,10,19.33027666
9,whitened,0.3,relu,nadam,100,10,17.00270946
10,whitened,0.3,relu,nadam,100,10,17.76261799
11,whitened,0.3,relu,nadam,100,10,18.228489
12,whitened,0.3,relu,nadam,100,10,14.8772907
1,whitened,0.3,tanh,nadam,100,10,27.94293956
2,whitened,0.3,tanh,nadam,100,10,27.55621995
3,whitened,0.3,tanh,nadam,100,10,25.13319924
4,whitened,0.3,tanh,nadam,100,10,24.00515787
5,whitened,0.3,tanh,nadam,100,10,24.25645994
6,whitened,0.3,tanh,nadam,100,10,22.44664097
7,whitened,0.3,tanh,nadam,100,10,20.13226896
8,whitened,0.3,tanh,nadam,100,10,17.46782097
9,whitened,0.3,tanh,nadam,100,10,16.70852581
10,whitened,0.3,tanh,nadam,100,10,17.7615751
11,whitened,0.3,tanh,nadam,100,10,16.60571053
12,whitened,0.3,tanh,nadam,100,10,15.99853164
1,whitened,0.3,sigmoid,nadam,100,10,29.78073642
2,whitened,0.3,sigmoid,nadam,100,10,28.05912741
3,whitened,0.3,sigmoid,nadam,100,10,26.19689254
4,whitened,0.3,sigmoid,nadam,100,10,25.57675507
5,whitened,0.3,sigmoid,nadam,100,10,24.78820364
6,whitened,0.3,sigmoid,nadam,100,10,23.39081774
7,whitened,0.3,sigmoid,nadam,100,10,23.18350518
8,whitened,0.3,sigmoid,nadam,100,10,23.9256065
9,whitened,0.3,sigmoid,nadam,100,10,21.62607585
10,whitened,0.3,sigmoid,nadam,100,10,21.04092548
11,whitened,0.3,sigmoid,nadam,100,10,20.81865047
12,whitened,0.3,sigmoid,nadam,100,10,20.06422723
1,whitened,0.3,exponential,nadam,100,10,25.97431233
2,whitened,0.3,exponential,nadam,100,10,26.09160413
3,whitened,0.3,exponential,nadam,100,10,22.78399267
4,whitened,0.3,exponential,nadam,100,10,20.24358629
5,whitened,0.3,exponential,nadam,100,10,15.25350247
6,whitened,0.3,exponential,nadam,100,10,17.02051991
7,whitened,0.3,exponential,nadam,100,10,931.2883212
8,whitened,0.3,exponential,nadam,100,10,18.80194789
9,whitened,0.3,exponential,nadam,100,10,28.75597914
10,whitened,0.3,exponential,nadam,100,10,19.59136002
11,whitened,0.3,exponential,nadam,100,10,27.63670675
12,whitened,0.3,exponential,nadam,100,10,21.06710655
1,whitened,0.3,elu,nadam,100,10,27.75313428
2,whitened,0.3,elu,nadam,100,10,27.74818606
3,whitened,0.3,elu,nadam,100,10,23.72687817
4,whitened,0.3,elu,nadam,100,10,19.29826247
5,whitened,0.3,elu,nadam,100,10,18.62367871
6,whitened,0.3,elu,nadam,100,10,18.75984232
7,whitened,0.3,elu,nadam,100,10,17.20409215
8,whitened,0.3,elu,nadam,100,10,17.32845966
9,whitened,0.3,elu,nadam,100,10,17.25425818
10,whitened,0.3,elu,nadam,100,10,18.84186966
11,whitened,0.3,elu,nadam,100,10,18.45399179
12,whitened,0.3,elu,nadam,100,10,16.05377749
1,whitened,0.3,linear,nadam,100,10,31.81661254
2,whitened,0.3,linear,nadam,100,10,34.54410382
3,whitened,0.3,linear,nadam,100,10,31.48553753
4,whitened,0.3,linear,nadam,100,10,31.24357766
5,whitened,0.3,linear,nadam,100,10,32.0628244
6,whitened,0.3,linear,nadam,100,10,31.78973188
7,whitened,0.3,linear,nadam,100,10,31.69016848
8,whitened,0.3,linear,nadam,100,10,29.63133139
9,whitened,0.3,linear,nadam,100,10,28.9292325
10,whitened,0.3,linear,nadam,100,10,28.99285999
11,whitened,0.3,linear,nadam,100,10,28.88822244
12,whitened,0.3,linear,nadam,100,10,26.44734332
1,scaled,0.3,relu,nadam,100,10,26.8354572
2,scaled,0.3,relu,nadam,100,10,25.44195888
3,scaled,0.3,relu,nadam,100,10,22.71909041
4,scaled,0.3,relu,nadam,100,10,20.99657498
5,scaled,0.3,relu,nadam,100,10,19.67016218
6,scaled,0.3,relu,nadam,100,10,18.59410163
7,scaled,0.3,relu,nadam,100,10,17.48667799
8,scaled,0.3,relu,nadam,100,10,17.35463237
9,scaled,0.3,relu,nadam,100,10,15.01764979
10,scaled,0.3,relu,nadam,100,10,15.49812332
11,scaled,0.3,relu,nadam,100,10,17.43720654
12,scaled,0.3,relu,nadam,100,10,12.97402289
1,scaled,0.3,tanh,nadam,100,10,28.34881858
2,scaled,0.3,tanh,nadam,100,10,28.9602492
3,scaled,0.3,tanh,nadam,100,10,25.48837195
4,scaled,0.3,tanh,nadam,100,10,25.38639967
5,scaled,0.3,tanh,nadam,100,10,24.80289545
6,scaled,0.3,tanh,nadam,100,10,23.01649395
7,scaled,0.3,tanh,nadam,100,10,20.21059774
8,scaled,0.3,tanh,nadam,100,10,18.73839198
9,scaled,0.3,tanh,nadam,100,10,16.21002448
10,scaled,0.3,tanh,nadam,100,10,17.78825429
11,scaled,0.3,tanh,nadam,100,10,17.50586585
12,scaled,0.3,tanh,nadam,100,10,16.73846255
1,scaled,0.3,sigmoid,nadam,100,10,29.64525403
2,scaled,0.3,sigmoid,nadam,100,10,28.03370667
3,scaled,0.3,sigmoid,nadam,100,10,26.7168938
4,scaled,0.3,sigmoid,nadam,100,10,25.49342411
5,scaled,0.3,sigmoid,nadam,100,10,27.25634329
6,scaled,0.3,sigmoid,nadam,100,10,24.84100673
7,scaled,0.3,sigmoid,nadam,100,10,24.37971943
8,scaled,0.3,sigmoid,nadam,100,10,22.86995162
9,scaled,0.3,sigmoid,nadam,100,10,22.74063075
10,scaled,0.3,sigmoid,nadam,100,10,21.99406709
11,scaled,0.3,sigmoid,nadam,100,10,22.81344384
12,scaled,0.3,sigmoid,nadam,100,10,20.05478947
1,scaled,0.3,exponential,nadam,100,10,25.6529266
2,scaled,0.3,exponential,nadam,100,10,26.6514085
3,scaled,0.3,exponential,nadam,100,10,23.2789777
4,scaled,0.3,exponential,nadam,100,10,20.07314157
5,scaled,0.3,exponential,nadam,100,10,18.29979713
6,scaled,0.3,exponential,nadam,100,10,22.56620902
7,scaled,0.3,exponential,nadam,100,10,18.70605185
8,scaled,0.3,exponential,nadam,100,10,20.00170645
9,scaled,0.3,exponential,nadam,100,10,19.59950096
10,scaled,0.3,exponential,nadam,100,10,18.50686485
11,scaled,0.3,exponential,nadam,100,10,21.82154392
12,scaled,0.3,exponential,nadam,100,10,16.74519383
1,scaled,0.3,elu,nadam,100,10,27.6537197
2,scaled,0.3,elu,nadam,100,10,25.65034535
3,scaled,0.3,elu,nadam,100,10,23.57273027
4,scaled,0.3,elu,nadam,100,10,23.38533743
5,scaled,0.3,elu,nadam,100,10,18.09039083
6,scaled,0.3,elu,nadam,100,10,18.97564446
7,scaled,0.3,elu,nadam,100,10,17.23174799
8,scaled,0.3,elu,nadam,100,10,16.27486572
9,scaled,0.3,elu,nadam,100,10,15.46657272
10,scaled,0.3,elu,nadam,100,10,16.71522454
11,scaled,0.3,elu,nadam,100,10,16.57556328
12,scaled,0.3,elu,nadam,100,10,14.20607411
1,scaled,0.3,linear,nadam,100,10,32.03894495
2,scaled,0.3,linear,nadam,100,10,34.92682076
3,scaled,0.3,linear,nadam,100,10,31.59752028
4,scaled,0.3,linear,nadam,100,10,31.54960999
5,scaled,0.3,linear,nadam,100,10,31.81917908
6,scaled,0.3,linear,nadam,100,10,32.21983759
7,scaled,0.3,linear,nadam,100,10,31.63800189
8,scaled,0.3,linear,nadam,100,10,29.8279876
9,scaled,0.3,linear,nadam,100,10,29.27065061
10,scaled,0.3,linear,nadam,100,10,29.09232295
11,scaled,0.3,linear,nadam,100,10,28.73478704
12,scaled,0.3,linear,nadam,100,10,26.081706
