no_attrib,scaling,test_size,activation,optimiser,no_epochs,batch_size,loss
5,False,0.3,sigmoid,sgd,100,10,12.840303621794048
6,False,0.3,sigmoid,sgd,100,10,17.389606701700313
7,False,0.3,sigmoid,sgd,100,10,11.235557505958958
8,False,0.3,sigmoid,sgd,100,10,21.258445087232086
9,False,0.3,sigmoid,sgd,100,10,11.829737161335192
10,False,0.3,sigmoid,sgd,100,10,17.85067277205618
11,False,0.3,sigmoid,sgd,100,10,17.11477309779117
1,False,0.3,exponential,sgd,100,10,
2,False,0.3,exponential,sgd,100,10,
3,False,0.3,exponential,sgd,100,10,
4,False,0.3,exponential,sgd,100,10,
5,False,0.3,exponential,sgd,100,10,
6,False,0.3,exponential,sgd,100,10,
7,False,0.3,exponential,sgd,100,10,
8,False,0.3,exponential,sgd,100,10,
9,False,0.3,exponential,sgd,100,10,
10,False,0.3,exponential,sgd,100,10,
11,False,0.3,exponential,sgd,100,10,
1,False,0.3,elu,sgd,100,10,35.07952368886847
2,False,0.3,elu,sgd,100,10,22.330108241031045
3,False,0.3,elu,sgd,100,10,19.249380212081107
4,False,0.3,elu,sgd,100,10,19.133970561780426
5,False,0.3,elu,sgd,100,10,23.86137362530357
6,False,0.3,elu,sgd,100,10,15.185412959048623
7,False,0.3,elu,sgd,100,10,15.062902550948294
8,False,0.3,elu,sgd,100,10,55.08491134643555
9,False,0.3,elu,sgd,100,10,18.27761015139128
10,False,0.3,elu,sgd,100,10,17.071542438707855
11,False,0.3,elu,sgd,100,10,16.949565837257786
1,False,0.3,linear,sgd,100,10,37.9660634492573
2,False,0.3,linear,sgd,100,10,34.712707921078334
3,False,0.3,linear,sgd,100,10,38.050473614742884
4,False,0.3,linear,sgd,100,10,31.42306839792352
5,False,0.3,linear,sgd,100,10,24.161847164756374
6,False,0.3,linear,sgd,100,10,39.540404871890416
7,False,0.3,linear,sgd,100,10,36.83410212868139
8,False,0.3,linear,sgd,100,10,35.34436687670256
9,False,0.3,linear,sgd,100,10,38.26135575143915
10,False,0.3,linear,sgd,100,10,35.00132871928968
11,False,0.3,linear,sgd,100,10,36.87273607755962
1,True,0.3,relu,nadam,100,10,40.1854890522204
2,True,0.3,relu,nadam,100,10,26.454490159687243
3,True,0.3,relu,nadam,100,10,23.356428447522614
4,True,0.3,relu,nadam,100,10,24.535789288972552
5,True,0.3,relu,nadam,100,10,33.38913676613256
6,True,0.3,relu,nadam,100,10,21.7399007897628
7,True,0.3,relu,nadam,100,10,31.067138471101458
8,True,0.3,relu,nadam,100,10,41.66756228396767
9,True,0.3,relu,nadam,100,10,21.039417969553096
10,True,0.3,relu,nadam,100,10,16.141786023190146
11,True,0.3,relu,nadam,100,10,19.978554675453587
1,True,0.3,tanh,nadam,100,10,92.09974349172492
2,True,0.3,tanh,nadam,100,10,18.315539661206696
3,True,0.3,tanh,nadam,100,10,22.421947880795127
4,True,0.3,tanh,nadam,100,10,19.91756067777935
5,True,0.3,tanh,nadam,100,10,81.4080292551141
6,True,0.3,tanh,nadam,100,10,77.73512328298469
7,True,0.3,tanh,nadam,100,10,95.64184891550164
8,True,0.3,tanh,nadam,100,10,41.27640071668123
9,True,0.3,tanh,nadam,100,10,50.86872181139494
10,True,0.3,tanh,nadam,100,10,43.71503528795744
11,True,0.3,tanh,nadam,100,10,57.447937413265834
1,True,0.3,sigmoid,nadam,100,10,28.235594699257298
2,True,0.3,sigmoid,nadam,100,10,18.106962203979492
3,True,0.3,sigmoid,nadam,100,10,25.037061038770172
4,True,0.3,sigmoid,nadam,100,10,28.680723491467926
5,True,0.3,sigmoid,nadam,100,10,87.60049318012439
